0.00058464,430.97
0.0012491,234.84
0.0019887,231.17
0.0021869,201.99
0.0024736,201.46
0.002695,196
0.0029766,193.84
0.0031662,193.83
0.0033517,193.24
0.0036354,191.24
0.0039112,190.77
0.0042007,190.43
0.0044806,190.42
0.0048046,190.14
0.0051572,189.92
0.0054753,189.92
0.0057662,189.76
0.006051,189.61
0.006335,189.61
0.0066143,189.51
0.0068949,189.39
0.0073257,189.39
0.0076442,189.32
0.007947,189.23
0.0082309,189.23
0.0085157,189.18
0.0087986,189.11
0.0089847,189.11
0.0092686,189.06
0.009552,189
0.0097411,189
0.010022,188.96
0.010309,188.91
0.010496,188.91
0.010777,188.88
0.011093,188.84
0.011283,188.83
0.011568,188.81
0.011851,188.77
0.012038,188.77
0.012318,188.75
0.012605,188.72
0.01279,188.71
0.013069,188.69
0.01335,188.67
0.013539,188.66
0.013852,188.64
0.014177,188.62
0.014384,188.62
0.014686,188.6
0.014989,188.58
0.015189,188.57
0.015486,188.56
0.015766,188.54
0.015952,188.54
0.016233,188.52
0.016519,188.51
0.016709,188.51
0.016994,188.49
0.017279,188.48
0.017468,188.48
0.017748,188.46
0.01803,188.45
0.018216,188.45
0.018497,188.44
0.018892,188.44
0.018987,188.39
0.019215,188.24
0.01947,188.24
0.019697,188.24
0.019911,188.24
0.020126,188.24
0.020343,188.24
0.02058,188.24
0.02081,188.24
0.021089,188.24
0.021291,188.24
0.021595,188.24
0.021781,188.24
0.022074,188.24
0.022253,188.24
0.022515,188.24
0.02269,188.24
0.022951,188.24
0.023124,188.24
0.023447,188.24
0.023742,188.24
0.02394,188.23
0.0242,188.23
0.024462,188.23
0.024635,188.23
0.024898,188.23
0.025076,188.23
0.025338,188.23
0.025603,188.23
0.025777,188.23
0.026045,188.23
0.02622,188.23
0.026481,188.23
0.026742,188.23
0.026916,188.23
0.027177,188.23
0.027353,188.23
0.027613,188.23
0.027786,188.23
0.028048,188.23
0.028219,188.23
0.028477,188.23
0.02865,188.23
0.028916,188.23
0.029089,188.23
0.029347,188.23
0.029523,188.23
0.02981,188.23
0.029993,188.23
0.030501,188.23
0.030696,188.23
0.030936,188.23
0.031103,188.23
0.031339,188.23
0.031496,188.23
0.031727,188.23
0.031877,188.23
0.032101,188.23
0.032261,188.23
0.032492,188.23
0.03264,188.23
0.032894,188.23
0.033035,188.23
0.033251,188.23
0.033391,188.23
0.033635,188.23
0.033784,188.23
0.034009,188.23
0.034157,188.23
0.03441,188.23
