0.00058184,422.84
0.0014013,234.25
0.0021245,226.02
0.0023444,199.24
0.0025391,198.83
0.0026711,194.61
0.0028523,192.94
0.0030317,192.86
0.0032082,191.57
0.0033864,190.98
0.0035647,190.97
0.0037496,190.41
0.0039225,190.08
0.004098,190.07
0.0042694,189.77
0.0044425,189.56
0.0046731,189.55
0.0048442,189.37
0.0051298,189.22
0.005316,189.21
0.0054918,189.09
0.0056809,188.98
0.0058578,188.98
0.0060253,188.89
0.0061949,188.81
0.0063841,188.8
0.0065512,188.74
0.006719,188.68
0.0068765,188.67
0.0070276,188.62
0.0071775,188.57
0.0073316,188.57
0.0074937,188.53
0.007647,188.49
0.0077968,188.48
0.0079472,188.45
0.0080967,188.42
0.0082498,188.41
0.0084005,188.39
0.0085531,188.36
0.0087118,188.36
0.0088588,188.34
0.0090043,188.31
0.0091524,188.31
0.0092991,188.29
0.0094442,188.27
0.009602,188.27
0.0097447,188.25
0.009969,188.23
0.01014,188.23
0.010307,188.22
0.010514,188.2
0.010738,188.2
0.011388,188.19
0.0119,188.17
0.012096,188.17
0.012254,188.16
0.012413,188.15
0.012617,188.14
0.012809,188.14
0.012982,188.12
0.013181,188.12
0.013345,188.12
0.013511,188.1
0.013703,188.1
0.013941,188.1
0.014115,188.08
0.014292,188.08
0.014484,188.08
0.014648,188.07
0.014811,188.07
0.014971,188.06
0.015133,188.05
0.015241,188.05
0.015401,188.04
0.015564,188.03
0.01567,188.03
0.015831,188.03
0.015994,188.02
0.0161,188.02
0.01626,188.01
0.016425,188
0.016534,188
0.016695,188
0.016857,187.99
0.016964,187.99
0.017126,187.99
0.017291,187.98
0.017397,187.98
0.017559,187.98
0.017725,187.97
0.01783,187.97
0.017991,187.97
0.018154,187.96
0.018261,187.96
0.01842,187.96
0.01863,187.95
0.018745,187.95
0.01891,187.94
0.019064,187.94
0.019218,187.94
0.019376,187.93
0.019541,187.93
0.019684,187.93
0.01984,187.93
0.019984,187.93
0.020127,187.92
0.020271,187.92
0.020414,187.92
0.020557,187.92
0.0207,187.92
0.020842,187.92
0.020987,187.91
0.02113,187.91
0.021275,187.91
0.021421,187.91
0.021615,187.91
0.021749,187.91
0.021871,187.91
0.021996,187.9
0.022124,187.9
0.022247,187.9
0.022435,187.9
0.022642,187.9
0.02282,187.9
0.023017,187.9
0.023181,187.9
0.023344,187.89
0.023512,187.89
0.023679,187.89
0.023846,187.89
0.024015,187.89
0.024179,187.89
0.024343,187.89
0.024509,187.89
0.024673,187.89
0.024836,187.89
0.025003,187.88
0.025166,187.88
0.02533,187.88
0.025553,187.88
0.025716,187.88
0.025876,187.88
0.026039,187.88
0.026203,187.88
0.026348,187.88
0.026492,187.88
0.026639,187.88
0.026786,187.87
0.026931,187.87
0.027071,187.87
0.027216,187.87
0.027363,187.87
0.027508,187.87
0.027655,187.87
0.027797,187.87
0.027941,187.87
0.028086,187.87
0.028231,187.87
0.028375,187.87
0.028562,187.87
0.02875,187.87
0.028973,187.86
0.029169,187.86
0.029348,187.86
0.029514,187.86
0.029679,187.86
0.029853,187.86
0.030017,187.86
0.030172,187.86
0.0303,187.86
0.030436,187.86
0.030586,187.86
0.030715,187.86
0.030836,187.86
0.030964,187.86
0.031107,187.86
0.031295,187.86
0.031468,187.86
0.031642,187.86
0.03184,187.85
0.032011,187.85
0.032175,187.85
0.032341,187.85
0.032507,187.85
0.032672,187.85
0.032836,187.85
0.033001,187.85
0.033165,187.85
0.033329,187.85
0.033493,187.85
0.033656,187.85
0.033819,187.85
0.033983,187.85
0.034147,187.85
0.034317,187.85
0.034482,187.85
0.034647,187.85
0.03481,187.85
0.034985,187.85
0.03515,187.85
0.035305,187.85
0.035435,187.84
0.03559,187.84
0.035716,187.84
0.03584,187.84
0.035963,187.84
0.036093,187.84
0.036237,187.84
0.036397,187.84
0.036616,187.84
0.036865,187.84
0.037187,187.84
0.037398,187.84
0.037578,187.84
0.037774,187.84
0.037937,187.84
0.038099,187.84
0.038262,187.84
0.038426,187.84
0.038588,187.84
0.038776,187.84
