0.0019756,431.77
0.0040537,234.84
0.0084007,231.47
0.0105,202.14
0.013432,201.59
0.015261,196.06
0.01835,193.9
0.021442,193.88
0.023472,193.65
0.026567,191.44
0.029839,190.88
0.03254,190.51
0.035322,190.5
0.038129,190.19
0.041175,189.96
0.045576,189.96
0.048381,189.79
0.051242,189.63
0.054139,189.63
0.056905,189.52
0.059942,189.4
0.063511,189.4
0.066289,189.33
0.069071,189.24
0.072212,189.24
0.07535,189.19
0.078268,189.12
0.080962,189.12
0.083856,189.08
0.086774,189.02
0.088647,189.02
0.091451,188.98
0.09463,188.93
0.096654,188.93
0.099779,188.89
0.10314,188.85
0.10514,188.85
0.10852,188.83
0.11148,188.79
0.11331,188.79
0.11621,188.77
0.11945,188.74
0.12152,188.74
0.12434,188.72
0.12727,188.69
0.12941,188.69
0.13216,188.67
0.13506,188.65
0.13692,188.65
0.13981,188.63
0.14256,188.61
0.1446,188.61
0.14739,188.59
0.15014,188.58
0.15208,188.57
0.15477,188.56
0.15799,188.54
0.15993,188.54
0.16312,188.52
0.16595,188.51
0.16807,188.51
0.17079,188.5
0.17359,188.48
0.17553,188.48
0.17869,188.47
0.18155,188.46
0.18337,188.45
0.18618,188.44
0.18888,188.44
0.19077,188.41
0.19363,188.38
0.19651,188.37
0.19838,188.37
0.20118,188.37
0.2041,188.36
0.20684,188.36
0.20971,188.36
0.21373,188.36
0.21675,188.36
0.21957,188.36
0.22231,188.36
0.22501,188.36
0.22813,188.36
0.23106,188.36
0.23375,188.36
0.23667,188.36
0.23952,188.35
0.2423,188.35
0.24521,188.35
0.24797,188.35
0.25079,188.35
0.25428,188.35
0.25704,188.35
0.25986,188.35
0.26344,188.35
0.26627,188.35
0.26909,188.35
0.27194,188.35
0.27499,188.34
0.27794,188.34
0.28073,188.34
0.28363,188.34
0.28649,188.34
0.28927,188.34
0.29204,188.34
0.2952,188.34
0.2982,188.34
0.30098,188.34
0.30382,188.34
0.30657,188.34
0.30941,188.34
0.31258,188.34
0.31529,188.34
0.31805,188.34
0.32093,188.33
0.3237,188.33
0.32667,188.33
0.32991,188.33
0.3328,188.33
0.33561,188.33
0.33839,188.33
0.34118,188.33
0.34416,188.33
0.3469,188.33
0.34972,188.33
0.35254,188.33
0.35542,188.33
0.35819,188.33
0.36149,188.33
0.36463,188.33
0.36749,188.33
0.37058,188.33
0.37335,188.33
0.3763,188.33
0.38006,188.32
0.38275,188.32
0.38559,188.32
0.38877,188.32
0.39147,188.32
0.3947,188.32
0.39762,188.32
0.40051,188.32
0.40333,188.32
0.40641,188.32
0.40916,188.32
0.41229,188.32
0.41502,188.32
0.41777,188.32
0.42063,188.32
0.42367,188.32
0.42662,188.32
0.42966,188.32
0.43238,188.32
0.4353,188.32
0.43801,188.32
0.4407,188.32
0.44353,188.32
0.4465,188.32
